antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'6m3', 'tabung'})",frozenset({'isi'}),0.03230412279136177,0.03997858290201678,0.011065500624665358,0.3425414364640884,8.568123520126282,0.009774027573573972,1.4602006428128989,0.9127747171023667
frozenset({'isi'}),"frozenset({'6m3', 'tabung'})",0.03997858290201678,0.03230412279136177,0.011065500624665358,0.2767857142857143,8.568123520126283,0.009774027573573972,1.3380486203378703,0.9200714846865649
"frozenset({'co2', '6m3'})",frozenset({'tabung'}),0.011065500624665358,0.3026949848295556,0.011065500624665358,1.0,3.3036556603773586,0.00771602908095084,inf,0.7051073813391084
"frozenset({'co2', 'tabung'})",frozenset({'6m3'}),0.01124397644119222,0.12975191861502766,0.011065500624665358,0.9841269841269841,7.5846815571712405,0.009606573108558497,54.825629127253066,0.878027832770467
"frozenset({'6m3', 'tabung'})",frozenset({'co2'}),0.03230412279136177,0.01124397644119222,0.011065500624665358,0.3425414364640884,30.464439182671224,0.010702273829045907,1.5039062207070941,0.9994615723277923
frozenset({'co2'}),"frozenset({'6m3', 'tabung'})",0.01124397644119222,0.03230412279136177,0.011065500624665358,0.9841269841269841,30.464439182671224,0.010702273829045907,60.964840264144,0.9781734016536626
"frozenset({'argon', '6m3'})",frozenset({'tabung'}),0.022131001249330717,0.3026949848295556,0.021238622166696412,0.9596774193548386,3.1704437385879487,0.014539679079267375,17.29316437622699,0.7000802146008979
"frozenset({'argon', 'tabung'})",frozenset({'6m3'}),0.024986614313760487,0.12975191861502766,0.021238622166696412,0.85,6.550962861072902,0.017996561019792277,5.801653875899815,0.8690656932734654
"frozenset({'6m3', 'tabung'})",frozenset({'argon'}),0.03230412279136177,0.02641442084597537,0.021238622166696412,0.6574585635359116,24.890137374944004,0.020385327472225316,2.8422417714012655,0.9918647650871487
frozenset({'argon'}),"frozenset({'6m3', 'tabung'})",0.02641442084597537,0.03230412279136177,0.021238622166696412,0.8040540540540541,24.890137374944004,0.020385327472225316,4.938585856099257,0.9858644832818553
frozenset({'6m3'}),"frozenset({'argon', 'tabung'})",0.12975191861502766,0.024986614313760487,0.021238622166696412,0.16368638239339753,6.550962861072902,0.017996561019792277,1.1658465976873291,0.9736886551175024
"frozenset({'co2', 'isi'})",frozenset({'6m3'}),0.01124397644119222,0.12975191861502766,0.011065500624665358,0.9841269841269841,7.5846815571712405,0.009606573108558497,54.825629127253066,0.878027832770467
"frozenset({'co2', '6m3'})",frozenset({'isi'}),0.011065500624665358,0.03997858290201678,0.011065500624665358,1.0,25.013392857142854,0.010623117590589856,inf,0.9707634001082838
"frozenset({'isi', '6m3'})",frozenset({'co2'}),0.011065500624665358,0.01124397644119222,0.011065500624665358,1.0,88.93650793650794,0.010941080396331623,inf,0.9998195271611622
frozenset({'co2'}),"frozenset({'isi', '6m3'})",0.01124397644119222,0.011065500624665358,0.011065500624665358,0.9841269841269841,88.93650793650792,0.010941080396331623,62.30287346064587,1.0
frozenset({'isi'}),"frozenset({'co2', '6m3'})",0.03997858290201678,0.011065500624665358,0.011065500624665358,0.2767857142857143,25.013392857142858,0.010623117590589856,1.3674156040745369,1.0
"frozenset({'O26m3', 'part'})",frozenset({'tabung'}),0.23772978761377833,0.3026949848295556,0.23772978761377833,1.0,3.3036556603773586,0.16577017315849224,inf,0.9147740575977523
"frozenset({'part', 'tabung'})",frozenset({'O26m3'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'O26m3', 'tabung'})",frozenset({'part'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'part'}),"frozenset({'O26m3', 'tabung'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'O26m3'}),"frozenset({'part', 'tabung'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'tabung'}),"frozenset({'O26m3', 'part'})",0.3026949848295556,0.23772978761377833,0.23772978761377833,0.785377358490566,3.303655660377358,0.16577017315849224,3.5516765939753623,1.0
"frozenset({'2', 'O26m3'})",frozenset({'tabung'}),0.23772978761377833,0.3026949848295556,0.23772978761377833,1.0,3.3036556603773586,0.16577017315849224,inf,0.9147740575977523
"frozenset({'2', 'tabung'})",frozenset({'O26m3'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'O26m3', 'tabung'})",frozenset({'2'}),0.23772978761377833,0.2379082634303052,0.23772978761377833,1.0,4.203300825206302,0.18117190667692906,inf,0.9997658627955983
frozenset({'2'}),"frozenset({'O26m3', 'tabung'})",0.2379082634303052,0.23772978761377833,0.23772978761377833,0.9992498124531133,4.203300825206302,0.18117190667692906,1016.1061931108414,1.0
frozenset({'O26m3'}),"frozenset({'2', 'tabung'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'tabung'}),"frozenset({'2', 'O26m3'})",0.3026949848295556,0.23772978761377833,0.23772978761377833,0.785377358490566,3.303655660377358,0.16577017315849224,3.5516765939753623,1.0
"frozenset({'2', 'part'})",frozenset({'tabung'}),0.23772978761377833,0.3026949848295556,0.23772978761377833,1.0,3.3036556603773586,0.16577017315849224,inf,0.9147740575977523
"frozenset({'2', 'tabung'})",frozenset({'part'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'part', 'tabung'})",frozenset({'2'}),0.23772978761377833,0.2379082634303052,0.23772978761377833,1.0,4.203300825206302,0.18117190667692906,inf,0.9997658627955983
frozenset({'2'}),"frozenset({'part', 'tabung'})",0.2379082634303052,0.23772978761377833,0.23772978761377833,0.9992498124531133,4.203300825206302,0.18117190667692906,1016.1061931108414,1.0
frozenset({'part'}),"frozenset({'2', 'tabung'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'tabung'}),"frozenset({'2', 'part'})",0.3026949848295556,0.23772978761377833,0.23772978761377833,0.785377358490566,3.303655660377358,0.16577017315849224,3.5516765939753623,1.0
"frozenset({'co2', 'isi'})",frozenset({'tabung'}),0.01124397644119222,0.3026949848295556,0.01124397644119222,1.0,3.3036556603773586,0.00784048116290166,inf,0.7052346570397113
"frozenset({'co2', 'tabung'})",frozenset({'isi'}),0.01124397644119222,0.03997858290201678,0.01124397644119222,1.0,25.013392857142854,0.010794458196889692,inf,0.9709386281588448
"frozenset({'isi', 'tabung'})",frozenset({'co2'}),0.03480278422273782,0.01124397644119222,0.01124397644119222,0.3230769230769231,28.733333333333334,0.01085265475530386,1.4606623075300569,1.0
frozenset({'co2'}),"frozenset({'isi', 'tabung'})",0.01124397644119222,0.03480278422273782,0.01124397644119222,1.0,28.733333333333334,0.01085265475530386,inf,0.9761732851985561
frozenset({'isi'}),"frozenset({'co2', 'tabung'})",0.03997858290201678,0.01124397644119222,0.01124397644119222,0.28125,25.013392857142854,0.010794458196889692,1.375660554516602,0.9999999999999999
"frozenset({'nitrogen6m3', 'isi'})",frozenset({'tabung'}),0.01445654113867571,0.3026949848295556,0.01445654113867571,1.0,3.3036556603773586,0.01008061863801642,inf,0.7075335023542195
"frozenset({'nitrogen6m3', 'tabung'})",frozenset({'isi'}),0.01445654113867571,0.03997858290201678,0.01445654113867571,1.0,25.013392857142854,0.013878589110286747,inf,0.9741035856573705
"frozenset({'isi', 'tabung'})",frozenset({'nitrogen6m3'}),0.03480278422273782,0.01445654113867571,0.01445654113867571,0.4153846153846154,28.733333333333334,0.013953413256819246,1.685798021736476,1.0
frozenset({'nitrogen6m3'}),"frozenset({'isi', 'tabung'})",0.01445654113867571,0.03480278422273782,0.01445654113867571,1.0,28.733333333333334,0.013953413256819246,inf,0.979355306048533
frozenset({'isi'}),"frozenset({'nitrogen6m3', 'tabung'})",0.03997858290201678,0.01445654113867571,0.01445654113867571,0.36160714285714285,25.013392857142858,0.013878589110286747,1.543788355139417,1.0
"frozenset({'isi', 'argon'})",frozenset({'tabung'}),0.0037479921470640726,0.3026949848295556,0.0037479921470640726,1.0,3.3036556603773586,0.0026134937209672197,inf,0.6999283410963812
"frozenset({'argon', 'tabung'})",frozenset({'isi'}),0.024986614313760487,0.03997858290201678,0.0037479921470640726,0.15,3.752008928571428,0.00274906271528068,1.129436961291745,0.7522728659466715
"frozenset({'isi', 'acetylene'})",frozenset({'tabung'}),0.005354274495805818,0.3026949848295556,0.005354274495805818,1.0,3.3036556603773586,0.0037335624585245995,inf,0.7010586757581195
"frozenset({'isi', 'tabung'})",frozenset({'acetylene'}),0.03480278422273782,0.006246653578440122,0.005354274495805818,0.15384615384615385,24.62857142857143,0.005136873559201173,1.1744357730436616,0.9939903846153847
"frozenset({'acetylene', 'tabung'})",frozenset({'isi'}),0.005354274495805818,0.03997858290201678,0.005354274495805818,1.0,25.013392857142854,0.0051402181889950915,inf,0.9651893055804774
frozenset({'acetylene'}),"frozenset({'isi', 'tabung'})",0.006246653578440122,0.03480278422273782,0.005354274495805818,0.8571428571428571,24.62857142857143,0.005136873559201173,6.756380510440833,0.9654274425287356
"frozenset({'0.5m3', 'isi'})",frozenset({'tabung'}),0.004640371229698376,0.3026949848295556,0.0037479921470640726,0.8076923076923077,2.6683372641509435,0.0023433750480870165,3.6259860788863114,0.6281496281496282
"frozenset({'0.5m3', 'tabung'})",frozenset({'isi'}),0.0037479921470640726,0.03997858290201678,0.0037479921470640726,1.0,25.013392857142854,0.003598152732296564,inf,0.963633106413472
frozenset({'0.5m3'}),"frozenset({'isi', 'tabung'})",0.004640371229698376,0.03480278422273782,0.0037479921470640726,0.8076923076923077,23.20769230769231,0.0035864943084434795,5.019025522041764,0.9613719613719615
"frozenset({'1m3/argon', 'isi'})",frozenset({'tabung'}),0.0037479921470640726,0.3026949848295556,0.0037479921470640726,1.0,3.3036556603773586,0.0026134937209672197,inf,0.6999283410963812
"frozenset({'1m3/argon', 'tabung'})",frozenset({'isi'}),0.0037479921470640726,0.03997858290201678,0.0037479921470640726,1.0,25.013392857142854,0.003598152732296564,inf,0.963633106413472
frozenset({'1m3/argon'}),"frozenset({'isi', 'tabung'})",0.0037479921470640726,0.03480278422273782,0.0037479921470640726,1.0,28.733333333333334,0.003617551585101286,inf,0.9688283769258331
"frozenset({'0.5m3', 'argon'})",frozenset({'tabung'}),0.0037479921470640726,0.3026949848295556,0.0037479921470640726,1.0,3.3036556603773586,0.0026134937209672197,inf,0.6999283410963812
"frozenset({'0.5m3', 'tabung'})",frozenset({'argon'}),0.0037479921470640726,0.02641442084597537,0.0037479921470640726,1.0,37.858108108108105,0.0036489911051641112,inf,0.9772482981010391
"frozenset({'argon', 'tabung'})",frozenset({'0.5m3'}),0.024986614313760487,0.004640371229698376,0.0037479921470640726,0.15,32.325,0.0036320449808749287,1.1710113279650607,0.9938983464518883
frozenset({'0.5m3'}),"frozenset({'argon', 'tabung'})",0.004640371229698376,0.024986614313760487,0.0037479921470640726,0.8076923076923077,32.324999999999996,0.0036320449808749287,5.070069605568446,0.9735819735819736
"frozenset({'1m3/argon', 'argon'})",frozenset({'tabung'}),0.0037479921470640726,0.3026949848295556,0.0037479921470640726,1.0,3.3036556603773586,0.0026134937209672197,inf,0.6999283410963812
"frozenset({'1m3/argon', 'tabung'})",frozenset({'argon'}),0.0037479921470640726,0.02641442084597537,0.0037479921470640726,1.0,37.858108108108105,0.0036489911051641112,inf,0.9772482981010391
"frozenset({'argon', 'tabung'})",frozenset({'1m3/argon'}),0.024986614313760487,0.0037479921470640726,0.0037479921470640726,0.15,40.02142857142857,0.0036543425128343797,1.1720611857093364,1.0
frozenset({'1m3/argon'}),"frozenset({'argon', 'tabung'})",0.0037479921470640726,0.024986614313760487,0.0037479921470640726,1.0,40.02142857142857,0.0036543425128343797,inf,0.9786814761734146
"frozenset({'m', '1,5'})",frozenset({'tabung'}),0.007852935927181866,0.3026949848295556,0.007852935927181866,1.0,3.3036556603773586,0.005475891605836079,inf,0.7028242489656413
"frozenset({'m', 'tabung'})","frozenset({'1,5'})",0.007852935927181866,0.007852935927181866,0.007852935927181866,1.0,127.34090909090911,0.007791267324505443,inf,1.0
"frozenset({'1,5', 'tabung'})",frozenset({'m'}),0.007852935927181866,0.008031411743708727,0.007852935927181866,1.0,124.51111111111112,0.007789865765353706,inf,0.9998201115308508
frozenset({'m'}),"frozenset({'1,5', 'tabung'})",0.008031411743708727,0.007852935927181866,0.007852935927181866,0.9777777777777777,124.51111111111112,0.007789865765353706,44.646617883276754,1.0
"frozenset({'1,5'})","frozenset({'m', 'tabung'})",0.007852935927181866,0.007852935927181866,0.007852935927181866,1.0,127.34090909090911,0.007791267324505443,inf,1.0
"frozenset({'0.5m3', '1m3/argon'})",frozenset({'tabung'}),0.0037479921470640726,0.3026949848295556,0.0037479921470640726,1.0,3.3036556603773586,0.0026134937209672197,inf,0.6999283410963812
"frozenset({'0.5m3', 'tabung'})",frozenset({'1m3/argon'}),0.0037479921470640726,0.0037479921470640726,0.0037479921470640726,1.0,266.8095238095238,0.0037339447019296185,inf,1.0
"frozenset({'1m3/argon', 'tabung'})",frozenset({'0.5m3'}),0.0037479921470640726,0.004640371229698376,0.0037479921470640726,1.0,215.5,0.003730600072135701,inf,0.9991042637047653
frozenset({'0.5m3'}),"frozenset({'1m3/argon', 'tabung'})",0.004640371229698376,0.0037479921470640726,0.0037479921470640726,0.8076923076923077,215.50000000000003,0.003730600072135701,5.180510440835267,1.0000000000000002
frozenset({'1m3/argon'}),"frozenset({'0.5m3', 'tabung'})",0.0037479921470640726,0.0037479921470640726,0.0037479921470640726,1.0,266.8095238095238,0.0037339447019296185,inf,1.0
"frozenset({'2', 'part'})",frozenset({'O26m3'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'2', 'O26m3'})",frozenset({'part'}),0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'O26m3', 'part'})",frozenset({'2'}),0.23772978761377833,0.2379082634303052,0.23772978761377833,1.0,4.203300825206302,0.18117190667692906,inf,0.9997658627955983
frozenset({'2'}),"frozenset({'O26m3', 'part'})",0.2379082634303052,0.23772978761377833,0.23772978761377833,0.9992498124531133,4.203300825206302,0.18117190667692906,1016.1061931108414,1.0
frozenset({'part'}),"frozenset({'2', 'O26m3'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
frozenset({'O26m3'}),"frozenset({'2', 'part'})",0.23772978761377833,0.23772978761377833,0.23772978761377833,1.0,4.206456456456457,0.18121433569488618,inf,1.0
"frozenset({'Batang', 'pengaduk'})",frozenset({'spatula'}),0.026949848295555953,0.02927003391040514,0.024451186864179904,0.9072847682119205,30.99705217250848,0.02366236389068871,10.470016062823484,0.9945416133368322
"frozenset({'Batang', 'spatula'})",frozenset({'pengaduk'}),0.024451186864179904,0.026949848295555953,0.024451186864179904,1.0,37.10596026490066,0.023792231087543966,inf,0.9974387120380533
"frozenset({'pengaduk', 'spatula'})",frozenset({'Batang'}),0.024451186864179904,0.026949848295555953,0.024451186864179904,1.0,37.10596026490066,0.023792231087543966,inf,0.9974387120380533
frozenset({'Batang'}),"frozenset({'pengaduk', 'spatula'})",0.026949848295555953,0.024451186864179904,0.024451186864179904,0.9072847682119205,37.10596026490066,0.023792231087543966,10.521990770250628,1.0
frozenset({'pengaduk'}),"frozenset({'Batang', 'spatula'})",0.026949848295555953,0.024451186864179904,0.024451186864179904,0.9072847682119205,37.10596026490066,0.023792231087543966,10.521990770250628,1.0
frozenset({'spatula'}),"frozenset({'Batang', 'pengaduk'})",0.02927003391040514,0.026949848295555953,0.024451186864179904,0.8353658536585366,30.99705217250848,0.02366236389068871,5.910378699241807,0.9969187122471794
"frozenset({'Batang', 'pengaduk'})",frozenset({'kaca'}),0.026949848295555953,0.029805461359985724,0.026949848295555953,1.0,33.550898203592816,0.026146595633525282,inf,0.9970652971386647
"frozenset({'Batang', 'kaca'})",frozenset({'pengaduk'}),0.026949848295555953,0.026949848295555953,0.026949848295555953,1.0,37.10596026490066,0.026223553972402475,inf,1.0
"frozenset({'pengaduk', 'kaca'})",frozenset({'Batang'}),0.026949848295555953,0.026949848295555953,0.026949848295555953,1.0,37.10596026490066,0.026223553972402475,inf,1.0
frozenset({'Batang'}),"frozenset({'pengaduk', 'kaca'})",0.026949848295555953,0.026949848295555953,0.026949848295555953,1.0,37.10596026490066,0.026223553972402475,inf,1.0
frozenset({'pengaduk'}),"frozenset({'Batang', 'kaca'})",0.026949848295555953,0.026949848295555953,0.026949848295555953,1.0,37.10596026490066,0.026223553972402475,inf,1.0
frozenset({'kaca'}),"frozenset({'Batang', 'pengaduk'})",0.029805461359985724,0.026949848295555953,0.026949848295555953,0.9041916167664671,33.550898203592816,0.026146595633525282,10.156210958415137,1.0
"frozenset({'Batang', 'pengaduk'})",frozenset({'cm'}),0.026949848295555953,0.029448509726932002,0.017669105836159202,0.6556291390728477,22.263576158940396,0.01687547296648818,2.8183322121391012,0.9815358278307653
"frozenset({'Batang', 'cm'})",frozenset({'pengaduk'}),0.017669105836159202,0.026949848295555953,0.017669105836159202,1.0,37.10596026490066,0.017192926114356587,inf,0.9905523255813952
"frozenset({'pengaduk', 'cm'})",frozenset({'Batang'}),0.017669105836159202,0.026949848295555953,0.017669105836159202,1.0,37.10596026490066,0.017192926114356587,inf,0.9905523255813952
frozenset({'Batang'}),"frozenset({'pengaduk', 'cm'})",0.026949848295555953,0.017669105836159202,0.017669105836159202,0.6556291390728477,37.10596026490066,0.017192926114356587,2.8525377888219223,0.9999999999999998
frozenset({'pengaduk'}),"frozenset({'Batang', 'cm'})",0.026949848295555953,0.017669105836159202,0.017669105836159202,0.6556291390728477,37.10596026490066,0.017192926114356587,2.8525377888219223,0.9999999999999998
frozenset({'cm'}),"frozenset({'Batang', 'pengaduk'})",0.029448509726932002,0.026949848295555953,0.017669105836159202,0.6,22.263576158940396,0.01687547296648818,2.43262537926111,0.984062768174574
"frozenset({'Batang', 'pengaduk'})",frozenset({'30cm'}),0.026949848295555953,0.006425129394966982,0.006246653578440122,0.2317880794701987,36.0752391464312,0.006073497315966445,1.293360391908276,0.9992086783356042
"frozenset({'Batang', '30cm'})",frozenset({'pengaduk'}),0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
"frozenset({'pengaduk', '30cm'})",frozenset({'Batang'}),0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
frozenset({'Batang'}),"frozenset({'pengaduk', '30cm'})",0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
frozenset({'pengaduk'}),"frozenset({'Batang', '30cm'})",0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
frozenset({'30cm'}),"frozenset({'Batang', 'pengaduk'})",0.006425129394966982,0.026949848295555953,0.006246653578440122,0.9722222222222223,36.0752391464312,0.006073497315966445,35.02980546136011,0.9785675793579512
"frozenset({'Batang', 'pengaduk'})",frozenset({'25'}),0.026949848295555953,0.009994645725504195,0.007139032661074424,0.2649006622516556,26.504257332071898,0.00686967847500426,1.3467640404995393,0.9889214966984592
"frozenset({'Batang', '25'})",frozenset({'pengaduk'}),0.007139032661074424,0.026949848295555953,0.007139032661074424,1.0,37.10596026490066,0.006946636813881449,inf,0.9800467373719216
"frozenset({'pengaduk', '25'})",frozenset({'Batang'}),0.007139032661074424,0.026949848295555953,0.007139032661074424,1.0,37.10596026490066,0.006946636813881449,inf,0.9800467373719216
frozenset({'Batang'}),"frozenset({'pengaduk', '25'})",0.026949848295555953,0.007139032661074424,0.007139032661074424,0.2649006622516556,37.10596026490066,0.006946636813881449,1.3506487033169168,0.9999999999999999
frozenset({'pengaduk'}),"frozenset({'Batang', '25'})",0.026949848295555953,0.007139032661074424,0.007139032661074424,0.2649006622516556,37.10596026490066,0.006946636813881449,1.3506487033169168,0.9999999999999999
frozenset({'25'}),"frozenset({'Batang', 'pengaduk'})",0.009994645725504195,0.026949848295555953,0.007139032661074424,0.7142857142857142,26.504257332071898,0.00686967847500426,3.4056755309655533,0.9719848566792861
"frozenset({'Batang', 'pengaduk'})",frozenset({'20'}),0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
"frozenset({'Batang', '20'})",frozenset({'pengaduk'}),0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
"frozenset({'pengaduk', '20'})",frozenset({'Batang'}),0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
frozenset({'Batang'}),"frozenset({'pengaduk', '20'})",0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
frozenset({'pengaduk'}),"frozenset({'Batang', '20'})",0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
frozenset({'20'}),"frozenset({'Batang', 'pengaduk'})",0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
"frozenset({'Batang', 'kaca'})",frozenset({'spatula'}),0.026949848295555953,0.02927003391040514,0.024451186864179904,0.9072847682119205,30.99705217250848,0.02366236389068871,10.470016062823484,0.9945416133368322
"frozenset({'Batang', 'spatula'})",frozenset({'kaca'}),0.024451186864179904,0.029805461359985724,0.024451186864179904,1.0,33.550898203592816,0.0237224079588938,inf,0.9945115257958287
"frozenset({'spatula', 'kaca'})",frozenset({'Batang'}),0.024451186864179904,0.026949848295555953,0.024451186864179904,1.0,37.10596026490066,0.023792231087543966,inf,0.9974387120380533
frozenset({'Batang'}),"frozenset({'spatula', 'kaca'})",0.026949848295555953,0.024451186864179904,0.024451186864179904,0.9072847682119205,37.10596026490066,0.023792231087543966,10.521990770250628,1.0
frozenset({'kaca'}),"frozenset({'Batang', 'spatula'})",0.029805461359985724,0.024451186864179904,0.024451186864179904,0.8203592814371258,33.550898203592816,0.0237224079588938,5.430555059789399,1.0
frozenset({'spatula'}),"frozenset({'Batang', 'kaca'})",0.02927003391040514,0.026949848295555953,0.024451186864179904,0.8353658536585366,30.99705217250848,0.02366236389068871,5.910378699241807,0.9969187122471794
"frozenset({'Batang', 'cm'})",frozenset({'spatula'}),0.017669105836159202,0.02927003391040514,0.016062823487417454,0.909090909090909,31.05875831485587,0.015545648160426537,10.678029626985527,0.9852107558139535
"frozenset({'Batang', 'spatula'})",frozenset({'cm'}),0.024451186864179904,0.029448509726932002,0.016062823487417454,0.656934306569343,22.307896483078963,0.01534277247321262,2.8290543439874534,0.9791133065007926
"frozenset({'spatula', 'cm'})",frozenset({'Batang'}),0.018739960735320364,0.026949848295555953,0.016062823487417454,0.8571428571428571,31.80510879848628,0.015557784388535894,6.811351061931107,0.9870558991148295
frozenset({'Batang'}),"frozenset({'spatula', 'cm'})",0.026949848295555953,0.018739960735320364,0.016062823487417454,0.5960264900662251,31.80510879848628,0.015557784388535894,2.4290207529338788,0.9953839569576912
frozenset({'cm'}),"frozenset({'Batang', 'spatula'})",0.029448509726932002,0.024451186864179904,0.016062823487417454,0.5454545454545454,22.307896483078963,0.01534277247321262,2.146207388898804,0.9841547137427975
frozenset({'spatula'}),"frozenset({'Batang', 'cm'})",0.02927003391040514,0.017669105836159202,0.016062823487417454,0.548780487804878,31.05875831485587,0.015545648160426537,2.1770576573360794,0.9969847398418827
"frozenset({'Batang', 'spatula'})",frozenset({'30cm'}),0.024451186864179904,0.006425129394966982,0.006246653578440122,0.25547445255474455,39.7617599351176,0.006089551538977249,1.334507424244015,0.9992838847943128
"frozenset({'Batang', '30cm'})",frozenset({'spatula'}),0.006246653578440122,0.02927003391040514,0.006246653578440122,1.0,34.16463414634146,0.006063813816372626,inf,0.9768318965517242
"frozenset({'spatula', '30cm'})",frozenset({'Batang'}),0.006425129394966982,0.026949848295555953,0.006246653578440122,0.9722222222222223,36.0752391464312,0.006073497315966445,35.02980546136011,0.9785675793579512
frozenset({'Batang'}),"frozenset({'spatula', '30cm'})",0.026949848295555953,0.006425129394966982,0.006246653578440122,0.2317880794701987,36.0752391464312,0.006073497315966445,1.293360391908276,0.9992086783356042
frozenset({'spatula'}),"frozenset({'Batang', '30cm'})",0.02927003391040514,0.006246653578440122,0.006246653578440122,0.21341463414634146,34.16463414634146,0.006063813816372626,1.2633763473886497,1.0000000000000002
frozenset({'30cm'}),"frozenset({'Batang', 'spatula'})",0.006425129394966982,0.024451186864179904,0.006246653578440122,0.9722222222222223,39.7617599351176,0.006089551538977249,35.11975727288965,0.9811542508147502
"frozenset({'Batang', 'spatula'})",frozenset({'25'}),0.024451186864179904,0.009994645725504195,0.0069605568445475635,0.2846715328467153,28.482403545359748,0.006716175894271983,1.383987076893938,0.9890746526311839
"frozenset({'Batang', '25'})",frozenset({'spatula'}),0.007139032661074424,0.02927003391040514,0.0069605568445475635,0.975,33.31051829268292,0.006751597116470425,38.82919864358376,0.9769539586185281
"frozenset({'spatula', '25'})",frozenset({'Batang'}),0.007852935927181866,0.026949848295555953,0.0069605568445475635,0.8863636363636364,32.88937387116195,0.006748921412635291,8.562841334999106,0.9772694775393101
frozenset({'Batang'}),"frozenset({'spatula', '25'})",0.026949848295555953,0.007852935927181866,0.0069605568445475635,0.2582781456953642,32.88937387116195,0.006748921412635291,1.3376268453124602,0.9964491976597625
frozenset({'spatula'}),"frozenset({'Batang', '25'})",0.02927003391040514,0.007139032661074424,0.0069605568445475635,0.23780487804878048,33.31051829268293,0.006751597116470425,1.3026335891486704,0.9992268563697135
frozenset({'25'}),"frozenset({'Batang', 'spatula'})",0.009994645725504195,0.024451186864179904,0.0069605568445475635,0.6964285714285714,28.482403545359748,0.006716175894271983,3.2135725609179953,0.9746317020519292
"frozenset({'Batang', 'spatula'})",frozenset({'20'}),0.024451186864179904,0.006246653578440122,0.006246653578440122,0.25547445255474455,40.8978102189781,0.006093915484517884,1.3347471417622911,1.0
"frozenset({'Batang', '20'})",frozenset({'spatula'}),0.006246653578440122,0.02927003391040514,0.006246653578440122,1.0,34.16463414634146,0.006063813816372626,inf,0.9768318965517242
"frozenset({'spatula', '20'})",frozenset({'Batang'}),0.006246653578440122,0.026949848295555953,0.006246653578440122,1.0,37.10596026490066,0.006078307212146269,inf,0.9791666666666667
frozenset({'Batang'}),"frozenset({'spatula', '20'})",0.026949848295555953,0.006246653578440122,0.006246653578440122,0.2317880794701987,37.10596026490066,0.006078307212146269,1.2935927181866858,1.0
frozenset({'spatula'}),"frozenset({'Batang', '20'})",0.02927003391040514,0.006246653578440122,0.006246653578440122,0.21341463414634146,34.16463414634146,0.006063813816372626,1.2633763473886497,1.0000000000000002
frozenset({'20'}),"frozenset({'Batang', 'spatula'})",0.006246653578440122,0.024451186864179904,0.006246653578440122,1.0,40.8978102189781,0.006093915484517884,inf,0.9816810344827586
"frozenset({'Batang', 'cm'})",frozenset({'kaca'}),0.017669105836159202,0.029805461359985724,0.017669105836159202,1.0,33.550898203592816,0.01714246998489406,inf,0.9876453488372091
